0,1,2,3
0.7138942730743848,0.26526307919949743,0.011474354938991516,0.009368292787126198
0.3686158415463681,0.5892317104713297,0.005154715210259286,0.03699773277204288
0.37265535869248434,0.5203522316931265,0.05006271221192701,0.056929697402462065
0.6011778073414132,0.34257285639170576,0.02113924759921937,0.03511008866766152
0.35451459962529397,0.5222933539226879,0.10183283166654625,0.02135921478547184
0.4586311589749954,0.35708467967173907,0.12811551588231768,0.0561686454709478
0.48924172842852615,0.3192500291966897,0.14668657150710837,0.044821670867675745
0.6633585412517694,0.29531902829807055,0.033641214902089656,0.007681215548070358
0.8096587770456571,0.16909080800380935,0.0011138449783623106,0.020136569972171225
0.4558655369181812,0.3652217492653422,0.13646846598007475,0.04244424783640183
0.4905122711045108,0.4798201286891065,0.021398032160909464,0.008269568045473241
0.4471790416443009,0.39963826523738477,0.0761694862826946,0.07701320683561963
0.8304036490376965,0.15030111489035858,0.015787338819298197,0.00350789725264658
0.4950295907056628,0.42719025018335544,0.05791389724129484,0.019866261869686846
0.48271850703230207,0.4206580635650482,0.08263644430152065,0.01398698510112903
0.2456701026300676,0.6838467044644302,0.059848819973970735,0.010634372931531466
0.4751599249189938,0.4334436937278929,0.04943437401132608,0.04196200734178726
0.6950144210334723,0.22596193720900581,0.058502534475022655,0.02052110728249909
0.5143943406852051,0.4274869307873055,0.04336083471326546,0.014757893814224043
0.4391653523140675,0.43360472075121387,0.08277506768356824,0.04445485925115039
0.35080035983064983,0.6180878143442676,0.0015709671838239625,0.02954085864125852
0.5258089281089394,0.35476150938605144,0.055342126742362274,0.06408743576264694
0.5317904345995405,0.40074634660923936,0.010135473687255536,0.05732774510396471
0.40353415220712185,0.5287442883628314,0.01769203890195803,0.05002952052808868
0.5411336472227021,0.4155924311981454,0.017870729590595547,0.025403191988556895
0.5262633875286009,0.38873770392480084,0.079096294441928,0.005902614104670106
0.49131006848753034,0.33780501167206956,0.1613486926844167,0.009536227155983346
0.6714177851256944,0.28940753323575863,0.001383612730510686,0.03779106890803624
0.6924932174421043,0.22781476751320112,0.0371339444588106,0.04255807058588393
0.5949753229083942,0.2941705370479292,0.1023363740099926,0.008517766033683954
0.627453052949035,0.28680140441626734,0.04434611697688787,0.041399425657809824
0.7121489010790738,0.2154366932440117,0.062170627062183126,0.010243778614731358
0.7759737291711742,0.21879430246630444,0.003449706075995318,0.0017822622865258375
0.6124626673039031,0.2509073643220453,0.1177013616357652,0.018928606738286335
0.47620702319425817,0.34721990569641903,0.13099386465293292,0.045579206456389854
0.19002730574028767,0.7792446559869881,0.012541774622156387,0.018186263650567747
0.2602469678983721,0.7154384766332252,0.011002840744209097,0.013311714724193513
0.21722023364316323,0.7459052606316369,0.011952860370558316,0.024921645354641586
0.36436270941625515,0.6097364341224929,0.006140374346890076,0.019760482114361877
0.4148117702445565,0.47616312437491815,0.08443179802453124,0.024593307355994076
0.22264999258700752,0.7618573975122718,0.00907634241309202,0.00641626748762858
0.3806019250961298,0.5528767281145391,0.020455926332756946,0.046065420456574024
0.7298309258455118,0.2051500660174867,0.05900604349960037,0.006012964637401141
0.6453107987105995,0.2478036837819057,0.06293623551398003,0.04394928199351489
0.40259388206574076,0.5259327569634754,0.05910808802358508,0.012365272947198636
0.48680855828950054,0.44602716007594795,0.02262899339183405,0.04453528824271746
0.28299778139266957,0.696067377096804,0.0010300691339105994,0.01990477237661578
0.2505363718500633,0.6781191078777546,0.03073570486100402,0.040608815411178084
0.5810648110569847,0.3389334498736217,0.05944561634461787,0.02055612272477564
0.45188192946141037,0.4132715103029656,0.10980636433397373,0.025040195901650242
0.6180193757189084,0.33832537822386444,0.011996156290493387,0.031659089766733706
0.5021753726872937,0.35234561848865986,0.11184644221737197,0.03363256660667441
0.46176317387182153,0.4880281088553331,0.031010161061515717,0.019198556211329598
0.418100440063077,0.5208440148960088,0.013656839579696045,0.04739870546121805
0.16994011429567096,0.7848082797721597,0.019988276163432184,0.025263329768737103
0.4408222043280866,0.4198103384455921,0.1313288300306025,0.008038627195718795
0.4299525177153398,0.44764831844552955,0.1036441394231751,0.0187550244159555
0.41993508478445096,0.5358395417800258,0.04088158513615581,0.003343788299367434
0.5102451324007921,0.32087741786471524,0.14220465981087277,0.02667278992361996
0.7988926126412006,0.17465735004256558,0.009063416470579816,0.017386620845653983
0.7412546523888793,0.24425347027746147,0.0050564770450182706,0.009435400288640927
0.6038156926675,0.2815415877124459,0.10102768976781923,0.013615029852234783
0.6587994789123366,0.23839124068526235,0.06452319812679105,0.038286082275609895
0.6828944487588672,0.20302528899271158,0.09524562015564342,0.01883464209277788
0.5407226210163136,0.32540231837259376,0.08050547006728936,0.05336959054380319
0.5378277521052878,0.34515191582903076,0.07377726660894743,0.04324306545673401
0.45923099179169435,0.3932310136479155,0.08728545902227725,0.060252535538112884
0.49362721451357694,0.4117726321702573,0.06668503618333535,0.027915117132830375
0.5913528290308805,0.30567655366304985,0.06626344076797949,0.036707176538090025
0.4096138949937793,0.4561778110293815,0.098779994478842,0.035428299497997195
0.5687159386780856,0.3314270759776971,0.04476732811910564,0.055089657225111555
0.7349317748202708,0.24077004764306867,0.006442891583530036,0.01785528595313049
0.7968087958382389,0.1753668183687567,0.0029784612309427527,0.024845924562061528
0.4649175993257636,0.3516563435775282,0.14462624631213453,0.03879981078457373
0.26178399432158506,0.6636372638131095,0.030476717437255108,0.04410202442805036
0.26915854103009274,0.6753089318753243,0.009823927283351852,0.045708599811231015
0.4759091027140194,0.33301536222602685,0.14652052136022548,0.044555013699728196
0.5256068131186136,0.3174385531147993,0.11210379861070058,0.04485083515588639
0.41370008956619875,0.5179215339581358,0.049192614079465485,0.019185762396199874
0.6276502723950079,0.2639261306788769,0.08650476200742802,0.021918834918687125
0.3402539055589491,0.5861915966646427,0.03233807230394786,0.04121642547246024
0.3779659091737134,0.45386271397947836,0.11057525424723988,0.057596122599568395
0.5482142500708717,0.32477837964641476,0.08553769490501059,0.04146967537770291
0.7049689791720598,0.18988356019926853,0.08183908917524185,0.023308371453429733
0.5622318608068452,0.32303951541926107,0.08212837433782932,0.03260024943606438
0.35846200088587976,0.47458089213829063,0.10141987800983981,0.06553722896598979
0.4208970599172345,0.4842739085062375,0.060388285702028366,0.034440745874499634
0.4843602128033456,0.44482024147924903,0.06143727216664194,0.009382273550763431
0.5217881860311195,0.3383403545555188,0.07556385909444252,0.06430760031891919
0.8003869610161713,0.17904989117861606,0.007160844074853512,0.013402303730359055
0.48266028084122814,0.4056352529223108,0.08126388155270223,0.030440584683758792
0.4137691720522617,0.5159323260040978,0.005931616346518953,0.06436688559712156
0.6554580347082561,0.3034814773612162,0.04001594348322424,0.0010445444473034526
0.3685774743650414,0.5168275398476025,0.05414804602234974,0.06044693976500626
0.3950765855816948,0.5256070228676715,0.043191938756781956,0.036124452793851625
0.28657414541670523,0.5726167988428521,0.09394300248881782,0.04686605325162485
0.44860741123177295,0.49526853721001735,0.00636411736243267,0.04975993419577693
0.5088718738965128,0.4008545732188288,0.03302867300289017,0.05724487988176821
0.5201487813991316,0.364585133809041,0.08708863523874383,0.028177449553083572
0.41964954612692595,0.4230844966259256,0.1186536395146654,0.03861231773248297
